image_ID,label
f5e13966e7.jpg,Soccer
6674191b4e.jpg,Badminton
91b5f8b7a9.jpg,Badminton
393119b6d6.jpg,Wrestling
1ce5f81578.jpg,Badminton
8c9e95eb59.jpg,Swimming
f5c4a3ece2.jpg,Cricket
a7a22f6620.jpg,Tennis
821464f525.jpg,Swimming
29c70c8531.jpg,Tennis
f99dcdcdac.jpg,Swimming
58b8d567a2.jpg,Soccer
5fbcd907ac.jpg,Tennis
d8690610b7.jpg,Cricket
3e591b7256.jpg,Tennis
c5065.jpg,Tennis
ae1e0697c2.jpg,Soccer
b8acab470f.jpg,Wrestling
6f17058e16.jpg,Soccer
94f723c3a8.jpg,Wrestling
d502726386.jpg,Cricket
f50ed5556e.jpg,Wrestling
5c1ffc10ae.jpg,Wrestling
f1cccfa008.jpg,Soccer
9603bc4d5c.jpg,Wrestling
4332b05fa1.jpg,Karate
6102103602.jpg,Cricket
8bc72b9d92.jpg,Badminton
8a8be9a84a.jpg,Cricket
697fbcd913.jpg,Badminton
ff678059be.jpg,Cricket
158c0604f5.jpg,Badminton
c1ba535509.jpg,Cricket
3563774f0b.jpg,Soccer
ca7e997ca9.jpg,Cricket
094d51e775.jpg,Tennis
3c51b6fd9b.jpg,Wrestling
443225bdfa.jpg,Cricket
dfc7e83003.jpg,Badminton
0432543264.jpg,Swimming
b290d60b6e.jpg,Badminton
2358575b3a.jpg,Tennis
b8b90eaa84.jpg,Tennis
2633d9c6d5.jpg,Badminton
1f40f8e919.jpg,Cricket
ea0be4fa1e.jpg,Tennis
4c02df673d.jpg,Cricket
2c0fa18414.jpg,Badminton
d5773bc10b.jpg,Wrestling
a7ab7a4457.jpg,Badminton
12ab916f43.jpg,Cricket
284c7c3962.jpg,Tennis
02bb3f939c.jpg,Cricket
fce00b7d8e.jpg,Tennis
b9cf70182d.jpg,Cricket
ea6c132654.jpg,Cricket
5d904a119b.jpg,Swimming
1fc178b1ba.jpg,Badminton
9449bbced6.jpg,Cricket
0253d388e8.jpg,Badminton
d013f3eaad.jpg,Wrestling
2fdf7198de.jpg,Karate
9e92280b0f.jpg,Soccer
85c2aa4aef.jpg,Soccer
f1e2f8e518.jpg,Tennis
bcd2b6e47d.jpg,Badminton
10c52746f1.jpg,Badminton
047bee516b.jpg,Karate
de2592e4a9.jpg,Badminton
a4b717b0e4.jpg,Badminton
79273c3d3f.jpg,Cricket
b1a0aeb6b9.jpg,Karate
ef46a5f464.jpg,Wrestling
46bcdaf13a.jpg,Cricket
ae96bbf4b9.jpg,Wrestling
36708ac733.jpg,Cricket
4e61ea0ae2.jpg,Wrestling
501d7933c5.jpg,Tennis
95951579b8.jpg,Tennis
902a278d61.jpg,Wrestling
509ebf97c4.jpg,Soccer
e0949da56a.jpg,Soccer
ac6a288656.jpg,Wrestling
148accb9df.jpg,Tennis
e237b57f3f.jpg,Badminton
d13fb4951d.jpg,Cricket
3859142fe4.jpg,Tennis
521f5667c3.jpg,Badminton
35cfa832dc.jpg,Cricket
e7b424d5f6.jpg,Tennis
c23.jpg,Cricket
111535acc7.jpg,Soccer
832d297bd0.jpg,Karate
c0ad0677d7.jpg,Tennis
537af2804c.jpg,Wrestling
9ee1c03c35.jpg,Wrestling
20981dfad1.jpg,Badminton
decc6bbca8.jpg,Wrestling
85660e39f5.jpg,Swimming
cefb33b817.jpg,Badminton
540bb1ee2d.jpg,Badminton
2112eb3e5b.jpg,Cricket
a874d63c4c.jpg,Wrestling
c02f55d9d7.jpg,Badminton
ff2b77899b.jpg,Badminton
6b0f793f80.jpg,Tennis
bfc234d1f5.jpg,Wrestling
a9ae70ab73.jpg,Tennis
e64660380b.jpg,Swimming
dfcb666720.jpg,Karate
aa89d05f07.jpg,Wrestling
94d8290643.jpg,Cricket
067dcbeb6e.jpg,Soccer
f41bbee60c.jpg,Tennis
4a79ecd1bc.jpg,Soccer
05a48a20a3.jpg,Badminton
c5046.jpg,Soccer
acc6e40b0e.jpg,Tennis
fcefc8cf2e.jpg,Swimming
feec680f6c.jpg,Cricket
6213fa0a56.jpg,Wrestling
1c7ee23faa.jpg,Badminton
